RK,Team,Total PointsPTS,date
20,Costa RicaCRC,902,4/6/2017
21,IcelandISL,872,4/6/2017
22,TurkeyTUR,863,4/6/2017
23,SlovakiaSVK,846,4/6/2017
23,USAUSA,846,4/6/2017
25,EcuadorECU,839,4/6/2017
26,Republic of IrelandIRL,823,4/6/2017
26,Northern IrelandNIR,823,4/6/2017
28,IR IranIRN,820,4/6/2017
29,Bosnia and HerzegovinaBIH,815,4/6/2017
30,SenegalSEN,805,4/6/2017
31,HungaryHUN,801,4/6/2017
32,NetherlandsNED,792,4/6/2017
33,CameroonCMR,779,4/6/2017
34,SwedenSWE,768,4/6/2017
35,Burkina FasoBFA,765,4/6/2017
36,AustriaAUT,762,4/6/2017
37,UkraineUKR,761,4/6/2017
38,ParaguayPAR,738,4/6/2017
39,GreeceGRE,730,4/6/2017
40,NigeriaNGA,726,4/6/2017
41,Congo DRCOD,712,4/6/2017
42,TunisiaTUN,701,4/6/2017
43,Korea RepublicKOR,700,4/6/2017
44,JapanJPN,685,4/6/2017
45,GhanaGHA,682,4/6/2017
46,Czech RepublicCZE,679,4/6/2017
47,RomaniaROU,676,4/6/2017
48,Côte d'IvoireCIV,672,4/6/2017
49,SerbiaSRB,671,4/6/2017
50,AustraliaAUS,661,4/6/2017
1,BrazilBRA,1672,5/4/2017
2,ArgentinaARG,1603,5/4/2017
3,GermanyGER,1464,5/4/2017
4,ChileCHI,1411,5/4/2017
5,ColombiaCOL,1348,5/4/2017
6,FranceFRA,1294,5/4/2017
7,BelgiumBEL,1281,5/4/2017
8,PortugalPOR,1259,5/4/2017
9,SwitzerlandSUI,1212,5/4/2017
10,SpainESP,1204,5/4/2017
11,PolandPOL,1183,5/4/2017
12,ItalyITA,1165,5/4/2017
13,WalesWAL,1119,5/4/2017
14,EnglandENG,1103,5/4/2017
15,UruguayURU,1097,5/4/2017
16,MexicoMEX,1076,5/4/2017
17,PeruPER,1044,5/4/2017
18,CroatiaCRO,1016,5/4/2017
19,EgyptEGY,910,5/4/2017
20,Costa RicaCRC,902,5/4/2017
21,IcelandISL,872,5/4/2017
22,TurkeyTUR,863,5/4/2017
23,USAUSA,847,5/4/2017
24,SlovakiaSVK,846,5/4/2017
25,EcuadorECU,839,5/4/2017
26,Northern IrelandNIR,823,5/4/2017
26,Republic of IrelandIRL,823,5/4/2017
28,IR IranIRN,820,5/4/2017
29,Bosnia and HerzegovinaBIH,815,5/4/2017
30,SenegalSEN,805,5/4/2017
31,HungaryHUN,801,5/4/2017
32,NetherlandsNED,792,5/4/2017
33,CameroonCMR,779,5/4/2017
34,SwedenSWE,768,5/4/2017
35,Burkina FasoBFA,765,5/4/2017
36,AustriaAUT,762,5/4/2017
37,UkraineUKR,761,5/4/2017
38,ParaguayPAR,738,5/4/2017
39,GreeceGRE,730,5/4/2017
40,NigeriaNGA,726,5/4/2017
41,Congo DRCOD,712,5/4/2017
42,TunisiaTUN,701,5/4/2017
43,Korea RepublicKOR,700,5/4/2017
44,JapanJPN,685,5/4/2017
45,GhanaGHA,682,5/4/2017
46,Czech RepublicCZE,679,5/4/2017
47,RomaniaROU,676,5/4/2017
48,Côte d'IvoireCIV,672,5/4/2017
49,SerbiaSRB,671,5/4/2017
50,AustraliaAUS,661,5/4/2017
1,BrazilBRA,1715,6/1/2017
2,ArgentinaARG,1626,6/1/2017
3,GermanyGER,1511,6/1/2017
4,ChileCHI,1422,6/1/2017
5,ColombiaCOL,1366,6/1/2017
6,FranceFRA,1332,6/1/2017
7,BelgiumBEL,1292,6/1/2017
8,PortugalPOR,1267,6/1/2017
9,SwitzerlandSUI,1263,6/1/2017
10,SpainESP,1198,6/1/2017
10,PolandPOL,1198,6/1/2017
12,ItalyITA,1193,6/1/2017
13,WalesWAL,1119,6/1/2017
13,EnglandENG,1119,6/1/2017
15,PeruPER,1108,6/1/2017
16,UruguayURU,1099,6/1/2017
17,MexicoMEX,1050,6/1/2017
18,CroatiaCRO,1033,6/1/2017
19,Costa RicaCRC,913,6/1/2017
20,EgyptEGY,903,6/1/2017
21,SlovakiaSVK,883,6/1/2017
22,IcelandISL,877,6/1/2017
23,USAUSA,861,6/1/2017
24,EcuadorECU,858,6/1/2017
25,TurkeyTUR,855,6/1/2017
26,Republic of IrelandIRL,854,6/1/2017
27,SenegalSEN,839,6/1/2017
28,Northern IrelandNIR,837,6/1/2017
29,Bosnia and HerzegovinaBIH,835,6/1/2017
30,IR IranIRN,829,6/1/2017
31,NetherlandsNED,820,6/1/2017
32,CameroonCMR,811,6/1/2017
33,HungaryHUN,802,6/1/2017
34,SwedenSWE,793,6/1/2017
35,AustriaAUT,750,6/1/2017
36,ParaguayPAR,748,6/1/2017
37,UkraineUKR,737,6/1/2017
38,NigeriaNGA,730,6/1/2017
39,Congo DRCOD,728,6/1/2017
40,GreeceGRE,726,6/1/2017
41,Burkina FasoBFA,705,6/1/2017
41,TunisiaTUN,705,6/1/2017
43,Korea RepublicKOR,703,6/1/2017
44,Czech RepublicCZE,690,6/1/2017
45,JapanJPN,689,6/1/2017
46,RomaniaROU,686,6/1/2017
47,Côte d'IvoireCIV,685,6/1/2017
48,AustraliaAUS,681,6/1/2017
49,GhanaGHA,678,6/1/2017
50,SerbiaSRB,666,6/1/2017
1,GermanyGER,1609,7/6/2017
2,BrazilBRA,1603,7/6/2017
3,ArgentinaARG,1413,7/6/2017
4,PortugalPOR,1332,7/6/2017
5,SwitzerlandSUI,1329,7/6/2017
6,PolandPOL,1319,7/6/2017
7,ChileCHI,1250,7/6/2017
8,ColombiaCOL,1208,7/6/2017
9,FranceFRA,1199,7/6/2017
10,BelgiumBEL,1194,7/6/2017
11,SpainESP,1114,7/6/2017
12,ItalyITA,1059,7/6/2017
13,EnglandENG,1051,7/6/2017
14,PeruPER,1014,7/6/2017
15,CroatiaCRO,1007,7/6/2017
16,MexicoMEX,1003,7/6/2017
17,UruguayURU,995,7/6/2017
18,SwedenSWE,933,7/6/2017
19,IcelandISL,927,7/6/2017
20,WalesWAL,922,7/6/2017
21,SlovakiaSVK,917,7/6/2017
22,Northern IrelandNIR,897,7/6/2017
23,IR IranIRN,893,7/6/2017
24,EgyptEGY,866,7/6/2017
25,UkraineUKR,843,7/6/2017
26,Costa RicaCRC,839,7/6/2017
27,SenegalSEN,831,7/6/2017
28,Congo DRCOD,823,7/6/2017
29,Republic of IrelandIRL,816,7/6/2017
30,Bosnia and HerzegovinaBIH,815,7/6/2017
31,EcuadorECU,791,7/6/2017
32,NetherlandsNED,782,7/6/2017
33,TurkeyTUR,779,7/6/2017
34,TunisiaTUN,764,7/6/2017
35,USAUSA,752,7/6/2017
36,CameroonCMR,738,7/6/2017
37,AustriaAUT,723,7/6/2017
38,GreeceGRE,716,7/6/2017
39,NigeriaNGA,715,7/6/2017
40,Czech RepublicCZE,714,7/6/2017
40,ParaguayPAR,714,7/6/2017
42,SerbiaSRB,713,7/6/2017
42,RomaniaROU,713,7/6/2017
44,Burkina FasoBFA,698,7/6/2017
45,AustraliaAUS,689,7/6/2017
46,JapanJPN,684,7/6/2017
47,DenmarkDEN,683,7/6/2017
48,AlgeriaALG,677,7/6/2017
49,HaitiHAI,667,7/6/2017
50,GhanaGHA,665,7/6/2017
1,BrazilBRA,1604,8/10/2017
2,GermanyGER,1549,8/10/2017
3,ArgentinaARG,1399,8/10/2017
4,SwitzerlandSUI,1329,8/10/2017
5,PolandPOL,1319,8/10/2017
6,PortugalPOR,1267,8/10/2017
7,ChileCHI,1250,8/10/2017
8,ColombiaCOL,1208,8/10/2017
9,BelgiumBEL,1194,8/10/2017
10,FranceFRA,1157,8/10/2017
11,SpainESP,1114,8/10/2017
12,ItalyITA,1059,8/10/2017
13,EnglandENG,1051,8/10/2017
14,MexicoMEX,1046,8/10/2017
15,PeruPER,1023,8/10/2017
16,CroatiaCRO,1007,8/10/2017
17,UruguayURU,995,8/10/2017
18,WalesWAL,951,8/10/2017
19,SwedenSWE,933,8/10/2017
20,IcelandISL,927,8/10/2017
21,Costa RicaCRC,918,8/10/2017
22,SlovakiaSVK,917,8/10/2017
23,Northern IrelandNIR,897,8/10/2017
24,IR IranIRN,893,8/10/2017
25,EgyptEGY,866,8/10/2017
26,USAUSA,865,8/10/2017
27,UkraineUKR,843,8/10/2017
28,Congo DRCOD,822,8/10/2017
29,Republic of IrelandIRL,816,8/10/2017
30,Bosnia and HerzegovinaBIH,815,8/10/2017
31,SenegalSEN,794,8/10/2017
32,EcuadorECU,791,8/10/2017
33,TurkeyTUR,779,8/10/2017
34,TunisiaTUN,776,8/10/2017
35,CameroonCMR,737,8/10/2017
36,NetherlandsNED,734,8/10/2017
37,AustriaAUT,723,8/10/2017
38,GreeceGRE,716,8/10/2017
38,NigeriaNGA,716,8/10/2017
40,Czech RepublicCZE,714,8/10/2017
40,ParaguayPAR,714,8/10/2017
42,SerbiaSRB,713,8/10/2017
42,RomaniaROU,713,8/10/2017
44,JapanJPN,696,8/10/2017
45,AustraliaAUS,691,8/10/2017
46,DenmarkDEN,683,8/10/2017
47,Burkina FasoBFA,678,8/10/2017
48,AlgeriaALG,677,8/10/2017
49,Korea RepublicKOR,674,8/10/2017
50,GhanaGHA,665,8/10/2017
1,GermanyGER,1606,9/14/2017
2,BrazilBRA,1590,9/14/2017
3,PortugalPOR,1386,9/14/2017
4,ArgentinaARG,1325,9/14/2017
5,BelgiumBEL,1265,9/14/2017
6,PolandPOL,1250,9/14/2017
7,SwitzerlandSUI,1210,9/14/2017
8,FranceFRA,1208,9/14/2017
9,ChileCHI,1195,9/14/2017
10,ColombiaCOL,1191,9/14/2017
11,SpainESP,1184,9/14/2017
12,PeruPER,1103,9/14/2017
13,WalesWAL,1089,9/14/2017
14,MexicoMEX,1085,9/14/2017
15,EnglandENG,1056,9/14/2017
16,UruguayURU,1043,9/14/2017
17,ItalyITA,1035,9/14/2017
18,CroatiaCRO,977,9/14/2017
19,SlovakiaSVK,967,9/14/2017
20,Northern IrelandNIR,945,9/14/2017
21,Costa RicaCRC,936,9/14/2017
22,IcelandISL,931,9/14/2017
23,SwedenSWE,918,9/14/2017
24,UkraineUKR,888,9/14/2017
25,IR IranIRN,865,9/14/2017
26,DenmarkDEN,848,9/14/2017
27,TurkeyTUR,842,9/14/2017
28,USAUSA,828,9/14/2017
29,NetherlandsNED,819,9/14/2017
30,EgyptEGY,815,9/14/2017
31,TunisiaTUN,810,9/14/2017
32,SerbiaSRB,789,9/14/2017
33,SenegalSEN,774,9/14/2017
34,Republic of IrelandIRL,769,9/14/2017
35,EcuadorECU,767,9/14/2017
36,Bosnia and HerzegovinaBIH,761,9/14/2017
37,MontenegroMNE,749,9/14/2017
38,BulgariaBUL,739,9/14/2017
39,ParaguayPAR,738,9/14/2017
40,JapanJPN,737,9/14/2017
41,RomaniaROU,714,9/14/2017
42,Congo DRCOD,709,9/14/2017
43,ScotlandSCO,702,9/14/2017
44,NigeriaNGA,696,9/14/2017
45,CameroonCMR,689,9/14/2017
46,BoliviaBOL,666,9/14/2017
47,GreeceGRE,665,9/14/2017
48,HaitiHAI,664,9/14/2017
49,Burkina FasoBFA,663,9/14/2017
50,AustraliaAUS,662,9/14/2017
1,GermanyGER,1631,10/16/2017
2,BrazilBRA,1619,10/16/2017
3,PortugalPOR,1446,10/16/2017
4,ArgentinaARG,1445,10/16/2017
5,BelgiumBEL,1333,10/16/2017
6,PolandPOL,1323,10/16/2017
7,FranceFRA,1226,10/16/2017
8,SpainESP,1218,10/16/2017
9,ChileCHI,1173,10/16/2017
10,PeruPER,1160,10/16/2017
11,SwitzerlandSUI,1134,10/16/2017
12,EnglandENG,1116,10/16/2017
13,ColombiaCOL,1095,10/16/2017
14,WalesWAL,1072,10/16/2017
15,ItalyITA,1066,10/16/2017
16,MexicoMEX,1060,10/16/2017
17,UruguayURU,1034,10/16/2017
18,CroatiaCRO,1013,10/16/2017
19,DenmarkDEN,1001,10/16/2017
20,NetherlandsNED,931,10/16/2017
21,IcelandISL,920,10/16/2017
22,Costa RicaCRC,914,10/16/2017
23,Northern IrelandNIR,889,10/16/2017
24,SlovakiaSVK,885,10/16/2017
25,SwedenSWE,872,10/16/2017
26,Republic of IrelandIRL,866,10/16/2017
27,USAUSA,843,10/16/2017
28,TunisiaTUN,834,10/16/2017
29,ScotlandSCO,821,10/16/2017
30,EgyptEGY,818,10/16/2017
30,UkraineUKR,818,10/16/2017
32,SenegalSEN,815,10/16/2017
33,TurkeyTUR,807,10/16/2017
34,IR IranIRN,784,10/16/2017
35,Congo DRCOD,751,10/16/2017
36,ParaguayPAR,750,10/16/2017
36,BulgariaBUL,750,10/16/2017
38,SerbiaSRB,748,10/16/2017
39,AustriaAUT,745,10/16/2017
40,Bosnia and HerzegovinaBIH,744,10/16/2017
41,NigeriaNGA,721,10/16/2017
42,CameroonCMR,718,10/16/2017
43,AustraliaAUS,714,10/16/2017
44,JapanJPN,711,10/16/2017
45,RomaniaROU,705,10/16/2017
46,Czech RepublicCZE,699,10/16/2017
47,GreeceGRE,682,10/16/2017
48,MoroccoMAR,680,10/16/2017
49,PanamaPAN,670,10/16/2017
50,BoliviaBOL,664,10/16/2017
1,GermanyGER,1602,11/23/2017
2,BrazilBRA,1483,11/23/2017
3,PortugalPOR,1358,11/23/2017
4,ArgentinaARG,1348,11/23/2017
5,BelgiumBEL,1325,11/23/2017
6,SpainESP,1231,11/23/2017
7,PolandPOL,1209,11/23/2017
8,SwitzerlandSUI,1190,11/23/2017
9,FranceFRA,1183,11/23/2017
10,ChileCHI,1162,11/23/2017
11,PeruPER,1128,11/23/2017
12,DenmarkDEN,1099,11/23/2017
13,ColombiaCOL,1078,11/23/2017
14,ItalyITA,1052,11/23/2017
15,EnglandENG,1047,11/23/2017
16,MexicoMEX,1032,11/23/2017
17,CroatiaCRO,1018,11/23/2017
18,SwedenSWE,998,11/23/2017
19,WalesWAL,985,11/23/2017
20,NetherlandsNED,952,11/23/2017
21,UruguayURU,924,11/23/2017
22,IcelandISL,910,11/23/2017
23,SenegalSEN,884,11/23/2017
24,USAUSA,867,11/23/2017
24,Northern IrelandNIR,867,11/23/2017
26,Costa RicaCRC,850,11/23/2017
27,TunisiaTUN,838,11/23/2017
28,SlovakiaSVK,817,11/23/2017
29,AustriaAUT,815,11/23/2017
30,ParaguayPAR,812,11/23/2017
31,EgyptEGY,805,11/23/2017
32,Republic of IrelandIRL,798,11/23/2017
32,IR IranIRN,798,11/23/2017
32,ScotlandSCO,798,11/23/2017
35,UkraineUKR,781,11/23/2017
36,Congo DRCOD,764,11/23/2017
37,SerbiaSRB,756,11/23/2017
38,Bosnia and HerzegovinaBIH,753,11/23/2017
39,AustraliaAUS,747,11/23/2017
40,MoroccoMAR,738,11/23/2017
41,RomaniaROU,737,11/23/2017
42,TurkeyTUR,735,11/23/2017
43,BulgariaBUL,719,11/23/2017
44,Burkina FasoBFA,705,11/23/2017
45,CameroonCMR,696,11/23/2017
46,MontenegroMNE,681,11/23/2017
47,GreeceGRE,680,11/23/2017
48,Czech RepublicCZE,677,11/23/2017
49,BoliviaBOL,674,11/23/2017
50,NigeriaNGA,671,11/23/2017
1,GermanyGER,1602,12/21/2017
2,BrazilBRA,1483,12/21/2017
3,PortugalPOR,1358,12/21/2017
4,ArgentinaARG,1348,12/21/2017
5,BelgiumBEL,1325,12/21/2017
6,SpainESP,1231,12/21/2017
7,PolandPOL,1209,12/21/2017
8,SwitzerlandSUI,1190,12/21/2017
9,FranceFRA,1183,12/21/2017
10,ChileCHI,1162,12/21/2017
11,PeruPER,1128,12/21/2017
12,DenmarkDEN,1099,12/21/2017
13,ColombiaCOL,1078,12/21/2017
14,ItalyITA,1052,12/21/2017
15,EnglandENG,1047,12/21/2017
16,MexicoMEX,1032,12/21/2017
17,CroatiaCRO,1018,12/21/2017
18,SwedenSWE,998,12/21/2017
19,WalesWAL,985,12/21/2017
20,NetherlandsNED,952,12/21/2017
21,UruguayURU,924,12/21/2017
22,IcelandISL,910,12/21/2017
23,SenegalSEN,884,12/21/2017
24,USAUSA,867,12/21/2017
24,Northern IrelandNIR,867,12/21/2017
26,Costa RicaCRC,850,12/21/2017
27,TunisiaTUN,838,12/21/2017
28,SlovakiaSVK,817,12/21/2017
29,AustriaAUT,815,12/21/2017
30,ParaguayPAR,812,12/21/2017
31,EgyptEGY,805,12/21/2017
32,Republic of IrelandIRL,798,12/21/2017
32,IR IranIRN,798,12/21/2017
32,ScotlandSCO,798,12/21/2017
35,UkraineUKR,781,12/21/2017
36,SerbiaSRB,756,12/21/2017
37,Bosnia and HerzegovinaBIH,753,12/21/2017
38,AustraliaAUS,747,12/21/2017
39,Congo DRCOD,740,12/21/2017
40,MoroccoMAR,738,12/21/2017
41,RomaniaROU,737,12/21/2017
42,TurkeyTUR,735,12/21/2017
43,BulgariaBUL,719,12/21/2017
44,Burkina FasoBFA,705,12/21/2017
45,CameroonCMR,696,12/21/2017
46,MontenegroMNE,681,12/21/2017
47,GreeceGRE,680,12/21/2017
48,Czech RepublicCZE,677,12/21/2017
49,BoliviaBOL,674,12/21/2017
50,GhanaGHA,657,12/21/2017
1,GermanyGER,1602,1/18/2018
2,BrazilBRA,1483,1/18/2018
3,PortugalPOR,1358,1/18/2018
4,ArgentinaARG,1348,1/18/2018
5,BelgiumBEL,1325,1/18/2018
6,SpainESP,1231,1/18/2018
7,PolandPOL,1209,1/18/2018
8,SwitzerlandSUI,1190,1/18/2018
9,FranceFRA,1183,1/18/2018
10,ChileCHI,1147,1/18/2018
11,PeruPER,1128,1/18/2018
12,DenmarkDEN,1099,1/18/2018
13,ColombiaCOL,1078,1/18/2018
14,ItalyITA,1052,1/18/2018
15,CroatiaCRO,1048,1/18/2018
16,EnglandENG,1047,1/18/2018
17,MexicoMEX,1032,1/18/2018
18,SwedenSWE,1000,1/18/2018
19,WalesWAL,985,1/18/2018
20,IcelandISL,959,1/18/2018
21,NetherlandsNED,952,1/18/2018
22,UruguayURU,924,1/18/2018
23,TunisiaTUN,915,1/18/2018
24,SenegalSEN,875,1/18/2018
25,USAUSA,867,1/18/2018
25,Northern IrelandNIR,867,1/18/2018
27,Costa RicaCRC,831,1/18/2018
28,SlovakiaSVK,817,1/18/2018
29,AustriaAUT,815,1/18/2018
30,EgyptEGY,814,1/18/2018
31,ParaguayPAR,812,1/18/2018
32,Republic of IrelandIRL,798,1/18/2018
32,ScotlandSCO,798,1/18/2018
34,IR IranIRN,797,1/18/2018
35,UkraineUKR,781,1/18/2018
36,AustraliaAUS,763,1/18/2018
37,SerbiaSRB,756,1/18/2018
38,Bosnia and HerzegovinaBIH,753,1/18/2018
39,MoroccoMAR,748,1/18/2018
40,RomaniaROU,737,1/18/2018
41,TurkeyTUR,735,1/18/2018
42,BulgariaBUL,719,1/18/2018
43,Congo DRCOD,715,1/18/2018
44,Burkina FasoBFA,709,1/18/2018
45,CameroonCMR,707,1/18/2018
46,MontenegroMNE,681,1/18/2018
47,GreeceGRE,680,1/18/2018
48,Czech RepublicCZE,677,1/18/2018
49,BoliviaBOL,674,1/18/2018
50,GhanaGHA,659,1/18/2018
1,GermanyGER,1602,2/15/2018
2,BrazilBRA,1484,2/15/2018
3,PortugalPOR,1358,2/15/2018
4,ArgentinaARG,1348,2/15/2018
5,BelgiumBEL,1325,2/15/2018
6,SpainESP,1231,2/15/2018
7,PolandPOL,1213,2/15/2018
8,SwitzerlandSUI,1190,2/15/2018
9,FranceFRA,1183,2/15/2018
10,ChileCHI,1153,2/15/2018
11,PeruPER,1128,2/15/2018
12,DenmarkDEN,1099,2/15/2018
13,ColombiaCOL,1095,2/15/2018
14,ItalyITA,1052,2/15/2018
15,CroatiaCRO,1048,2/15/2018
16,EnglandENG,1047,2/15/2018
17,MexicoMEX,1034,2/15/2018
18,IcelandISL,1017,2/15/2018
19,SwedenSWE,996,2/15/2018
20,WalesWAL,985,2/15/2018
21,NetherlandsNED,952,2/15/2018
22,UruguayURU,924,2/15/2018
23,TunisiaTUN,914,2/15/2018
24,USAUSA,871,2/15/2018
25,Costa RicaCRC,868,2/15/2018
26,Northern IrelandNIR,867,2/15/2018
27,SenegalSEN,855,2/15/2018
28,SlovakiaSVK,817,2/15/2018
29,AustriaAUT,815,2/15/2018
30,ParaguayPAR,812,2/15/2018
31,Republic of IrelandIRL,798,2/15/2018
31,ScotlandSCO,798,2/15/2018
33,IR IranIRN,790,2/15/2018
34,SerbiaSRB,784,2/15/2018
35,UkraineUKR,781,2/15/2018
36,AustraliaAUS,737,2/15/2018
36,RomaniaROU,737,2/15/2018
38,TurkeyTUR,735,2/15/2018
39,Congo DRCOD,728,2/15/2018
40,BulgariaBUL,719,2/15/2018
41,Bosnia and HerzegovinaBIH,693,2/15/2018
42,MoroccoMAR,692,2/15/2018
43,EgyptEGY,683,2/15/2018
44,MontenegroMNE,681,2/15/2018
45,GreeceGRE,680,2/15/2018
46,Czech RepublicCZE,677,2/15/2018
47,BoliviaBOL,674,2/15/2018
48,VenezuelaVEN,656,2/15/2018
49,HungaryHUN,630,2/15/2018
50,JamaicaJAM,627,2/15/2018
1,GermanyGER,1609,3/15/2018
2,BrazilBRA,1489,3/15/2018
3,PortugalPOR,1360,3/15/2018
4,ArgentinaARG,1359,3/15/2018
5,BelgiumBEL,1337,3/15/2018
6,PolandPOL,1228,3/15/2018
6,SpainESP,1228,3/15/2018
8,SwitzerlandSUI,1197,3/15/2018
9,FranceFRA,1185,3/15/2018
10,ChileCHI,1161,3/15/2018
11,PeruPER,1128,3/15/2018
12,DenmarkDEN,1108,3/15/2018
13,ColombiaCOL,1106,3/15/2018
14,ItalyITA,1062,3/15/2018
15,CroatiaCRO,1053,3/15/2018
16,EnglandENG,1047,3/15/2018
17,MexicoMEX,1038,3/15/2018
18,IcelandISL,1026,3/15/2018
19,SwedenSWE,1002,3/15/2018
20,WalesWAL,984,3/15/2018
21,NetherlandsNED,964,3/15/2018
22,UruguayURU,931,3/15/2018
23,TunisiaTUN,920,3/15/2018
24,Northern IrelandNIR,879,3/15/2018
25,USAUSA,876,3/15/2018
26,Costa RicaCRC,872,3/15/2018
27,SenegalSEN,862,3/15/2018
28,AustriaAUT,826,3/15/2018
29,SlovakiaSVK,822,3/15/2018
30,ParaguayPAR,816,3/15/2018
31,Republic of IrelandIRL,804,3/15/2018
32,ScotlandSCO,797,3/15/2018
33,IR IranIRN,792,3/15/2018
34,SerbiaSRB,780,3/15/2018
35,UkraineUKR,778,3/15/2018
36,RomaniaROU,749,3/15/2018
37,AustraliaAUS,740,3/15/2018
38,TurkeyTUR,730,3/15/2018
39,Congo DRCOD,728,3/15/2018
40,BulgariaBUL,715,3/15/2018
41,Bosnia and HerzegovinaBIH,700,3/15/2018
42,MoroccoMAR,694,3/15/2018
43,Czech RepublicCZE,690,3/15/2018
44,EgyptEGY,687,3/15/2018
45,GreeceGRE,685,3/15/2018
46,MontenegroMNE,675,3/15/2018
47,BoliviaBOL,674,3/15/2018
48,VenezuelaVEN,659,3/15/2018
49,JamaicaJAM,643,3/15/2018
50,HungaryHUN,637,3/15/2018
1,GermanyGER,1533,4/12/2018
2,BrazilBRA,1384,4/12/2018
3,BelgiumBEL,1346,4/12/2018
4,PortugalPOR,1306,4/12/2018
5,ArgentinaARG,1254,4/12/2018
6,SwitzerlandSUI,1179,4/12/2018
7,FranceFRA,1166,4/12/2018
8,SpainESP,1162,4/12/2018
9,ChileCHI,1146,4/12/2018
10,PolandPOL,1118,4/12/2018
11,PeruPER,1106,4/12/2018
12,DenmarkDEN,1054,4/12/2018
13,EnglandENG,1040,4/12/2018
14,TunisiaTUN,1012,4/12/2018
15,MexicoMEX,1008,4/12/2018
16,ColombiaCOL,989,4/12/2018
17,UruguayURU,976,4/12/2018
18,CroatiaCRO,975,4/12/2018
19,NetherlandsNED,969,4/12/2018
20,ItalyITA,947,4/12/2018
21,WalesWAL,931,4/12/2018
22,IcelandISL,930,4/12/2018
23,SwedenSWE,889,4/12/2018
24,USAUSA,880,4/12/2018
25,Costa RicaCRC,858,4/12/2018
26,AustriaAUT,841,4/12/2018
27,Northern IrelandNIR,837,4/12/2018
28,SenegalSEN,825,4/12/2018
29,SlovakiaSVK,786,4/12/2018
30,UkraineUKR,777,4/12/2018
31,Republic of IrelandIRL,776,4/12/2018
32,RomaniaROU,737,4/12/2018
32,ParaguayPAR,737,4/12/2018
34,ScotlandSCO,735,4/12/2018
35,SerbiaSRB,732,4/12/2018
36,IR IranIRN,727,4/12/2018
37,TurkeyTUR,714,4/12/2018
38,Congo DRCOD,711,4/12/2018
39,VenezuelaVEN,709,4/12/2018
40,AustraliaAUS,700,4/12/2018
41,Bosnia and HerzegovinaBIH,688,4/12/2018
42,MoroccoMAR,681,4/12/2018
43,MontenegroMNE,671,4/12/2018
44,GreeceGRE,657,4/12/2018
45,Czech RepublicCZE,647,4/12/2018
46,EgyptEGY,636,4/12/2018
47,NigeriaNGA,635,4/12/2018
48,JamaicaJAM,612,4/12/2018
49,NorwayNOR,608,4/12/2018
50,HungaryHUN,604,4/12/2018
1,GermanyGER,1544,5/17/2018
2,BrazilBRA,1384,5/17/2018
3,BelgiumBEL,1346,5/17/2018
4,PortugalPOR,1306,5/17/2018
5,ArgentinaARG,1254,5/17/2018
6,SwitzerlandSUI,1179,5/17/2018
7,FranceFRA,1166,5/17/2018
8,SpainESP,1162,5/17/2018
9,ChileCHI,1146,5/17/2018
10,PolandPOL,1128,5/17/2018
11,PeruPER,1106,5/17/2018
12,DenmarkDEN,1054,5/17/2018
13,EnglandENG,1040,5/17/2018
14,TunisiaTUN,1012,5/17/2018
15,MexicoMEX,1008,5/17/2018
16,ColombiaCOL,989,5/17/2018
17,UruguayURU,976,5/17/2018
18,CroatiaCRO,975,5/17/2018
19,NetherlandsNED,969,5/17/2018
20,ItalyITA,947,5/17/2018
21,WalesWAL,931,5/17/2018
22,IcelandISL,930,5/17/2018
23,SwedenSWE,889,5/17/2018
24,USAUSA,880,5/17/2018
25,Costa RicaCRC,858,5/17/2018
26,AustriaAUT,841,5/17/2018
27,Northern IrelandNIR,837,5/17/2018
28,SenegalSEN,825,5/17/2018
29,SlovakiaSVK,786,5/17/2018
30,UkraineUKR,777,5/17/2018
31,Republic of IrelandIRL,776,5/17/2018
32,RomaniaROU,737,5/17/2018
32,ParaguayPAR,737,5/17/2018
34,ScotlandSCO,735,5/17/2018
35,SerbiaSRB,732,5/17/2018
36,IR IranIRN,727,5/17/2018
37,TurkeyTUR,714,5/17/2018
38,Congo DRCOD,711,5/17/2018
39,VenezuelaVEN,709,5/17/2018
40,AustraliaAUS,700,5/17/2018
41,Bosnia and HerzegovinaBIH,688,5/17/2018
42,MoroccoMAR,681,5/17/2018
43,MontenegroMNE,671,5/17/2018
44,GreeceGRE,657,5/17/2018
45,Czech RepublicCZE,647,5/17/2018
46,EgyptEGY,636,5/17/2018
47,NigeriaNGA,635,5/17/2018
48,NorwayNOR,608,5/17/2018
49,HungaryHUN,604,5/17/2018
50,CameroonCMR,603,5/17/2018
1,GermanyGER,1558,6/7/2018
2,BrazilBRA,1431,6/7/2018
3,BelgiumBEL,1298,6/7/2018
4,PortugalPOR,1274,6/7/2018
5,ArgentinaARG,1241,6/7/2018
6,SwitzerlandSUI,1199,6/7/2018
7,FranceFRA,1198,6/7/2018
8,PolandPOL,1183,6/7/2018
9,ChileCHI,1135,6/7/2018
10,SpainESP,1126,6/7/2018
11,PeruPER,1125,6/7/2018
12,DenmarkDEN,1051,6/7/2018
12,EnglandENG,1051,6/7/2018
14,UruguayURU,1018,6/7/2018
15,MexicoMEX,989,6/7/2018
16,ColombiaCOL,986,6/7/2018
17,NetherlandsNED,981,6/7/2018
18,WalesWAL,953,6/7/2018
19,ItalyITA,951,6/7/2018
20,CroatiaCRO,945,6/7/2018
